token,pca_2_component_1,pca_2_component_2,word_count
impeaching,-0.6235132,-3.6612306,523
mitchellvii,-2.0314276,-2.6205933,523
stone,7.4970803,-0.8941157,522
able,-3.9809422,0.9278238,521
according,2.3209305,3.2977455,520
hell,-1.8891472,-1.4603232,520
drew,6.8740807,-1.4850641,519
completely,-1.2046657,-0.36633936,519
barack,3.361507,-4.158715,516
november,-1.5882634,-2.0987396,516
attempt,-0.033840492,-3.325877,515
pay,-0.97961664,-0.56398493,515
quid,1.2268322,-0.061344367,514
action,2.1647155,0.18877879,514
emails,5.438734,2.428185,514
forget,-2.948089,-1.6021565,514
joebiden,-0.33567908,-0.64517003,511
deep,3.5667622,-3.2291415,511
sentedcruz,-0.3722122,-0.8830834,509
either,-4.2328463,-0.25793353,508
sad,-3.8642917,-5.3464475,505
mike,7.2931805,0.9001139,504
york,7.0394454,-2.1724956,504
follow,-1.8945614,0.43564132,503
illegal,2.2946446,0.64386165,503
testified,4.9966283,5.147501,503
happened,-1.4793056,-1.0043676,500
subpoenas,1.0955082,5.7853985,500
van,7.150024,-0.8917916,500
impea,0.21187197,-0.7580613,500
christmas,0.44905967,-5.8657146,499
unless,-3.3991442,3.7585115,499
weak,-1.7376773,-1.7027129,499
forward,-0.9285801,1.7468631,498
investigations,3.5443275,2.2576478,496
list,2.3794131,0.35754827,496
intelligence,7.470209,3.7969062,495
withholding,2.9430375,2.2632813,495
others,-0.82375944,2.7530127,495
family,1.3601545,-3.7646868,495
radical,0.53495497,-7.7836456,494
ukrainian,8.807195,-0.4442924,494
imp,1.1412375,0.36557806,494
refused,2.2619913,3.1501536,493
final,0.4532977,1.5162302,493
believes,-3.1675403,3.3328319,493
side,-3.1327488,-1.2100672,490
march,3.863542,-1.0168839,490
fbi,6.724971,1.037972,489
liar,-0.98489696,-2.7884407,489
play,-2.999252,0.80212104,487
god,-2.5917804,-2.8197732,487
game,0.19835487,-1.3084337,486
opinion,-0.5397703,2.241881,486
repvaldemings,-0.05304213,4.6677775,486
woman,-0.92766494,-3.064172,485
cipollone,3.4857771,5.420614,485
immediately,-0.0028466964,1.0327986,485
announced,3.4667304,-0.045380387,485
politico,3.8428981,1.4280672,484
trumpwarroom,0.6095263,-4.87678,484
powers,0.8375362,-0.47676933,484
judges,2.8536134,1.8278553,483
finally,-1.1416165,-2.168426,483
past,0.75825256,-1.4741378,483
worth,-0.06926365,-1.0159098,481
innocent,-3.5396223,2.542349,481
pompeo,5.9283466,3.5177298,481
historic,2.2983558,-3.5066755,481
sign,1.946876,-3.6043854,480
sanders,2.3533053,-6.351546,479
opening,0.9195126,2.6194882,478
golf,7.021198,-4.161417,478
al,0.6039246,-2.4502246,478
polls,2.1712706,-4.0920672,476
given,-1.142389,0.9409032,476
realize,-4.3268857,-5.435762,475
district,3.2765543,-4.780283,474
joyannreid,0.25528896,1.7465849,474
johnwdean,-1.133207,3.1722455,473
term,-1.6820866,-1.7019697,472
sick,-2.2750895,-6.075466,472
worked,4.100583,-2.4762056,470
willing,-2.1072814,1.3590381,469
warren,4.207723,-1.9937478,468
simple,-2.298998,2.6469343,468
false,3.1826613,0.33156234,467
gone,-1.3237714,-2.4452713,466
saracarterdc,-0.75555307,-2.1763508,465
home,1.4231598,-3.298643,465
worse,-3.1347868,-0.8171261,465
friday,3.276913,0.60699826,463
led,1.2476519,0.93947625,462
juror,-0.74126023,6.521294,462
rigged,-3.7328422,1.1492103,462
usa,3.1419895,-3.4078705,462
thousands,5.614593,0.9040183,462
review,4.376118,4.7391815,461
thanks,0.5195938,-3.2442772,461
killed,2.8738997,-0.4816161,459
gopcoverup,-2.2607045,0.88915503,458
message,-0.34305802,-0.18906297,457
accountable,-3.3376675,1.8934735,457
randpaul,-0.24716976,-0.2817177,456
relevant,-0.16665114,6.9843593,456
tedlieu,-0.5108387,0.9334576,455
impeachm,0.2972779,0.4517812,455
pass,-2.1035502,-0.9457225,455
impeachme,0.06974676,-0.8967754,454
clearly,-0.73000485,0.8062035,454
straight,1.3976623,-6.4663243,453
themselves,-1.8701159,-1.8448159,452
conservative,7.3167443,0.41711846,452
though,-2.8632562,0.98365015,451
ag,4.108397,1.6120824,451
secret,0.91268325,-1.100762,450
impeachmen,-0.9176912,1.0436857,450
sekulow,3.8149834,2.7003589,450
january,2.421964,-0.9327642,449
broke,3.2953143,-0.045625947,448
paid,2.9038231,-3.4113927,448
speak,-0.036287367,0.24734952,447
wednesday,3.796604,1.1620307,447
tax,2.1890292,-6.324487,446
trust,-3.0710766,0.5004518,446
chance,-1.9856107,1.8114991,446
racist,3.9793446,-5.9093533,446
member,2.736622,1.4770772,445
quo,-0.16754685,-0.2069385,445
thedemcoalition,1.5756588,2.1691926,445
join,1.1859894,-0.7094094,444
strong,0.62719685,-2.5958471,444
takes,-0.58128554,1.0624843,444
beginning,-1.09402,-1.5861218,444
witch,0.41902515,-9.05583,443
stock,3.9601533,-8.282974,443
convict,-1.687341,3.106955,442
women,2.846852,-1.338351,442
whatever,-2.8936486,1.0066975,442
colleagues,1.4974494,2.8409758,439
jrubinblogger,-1.9631906,3.1979523,439
effort,1.9465524,-0.85146123,439
abc,4.4790397,1.8909485,439
exposed,2.280788,-4.0277896,439
blocked,0.93055373,4.2941256,439
seriously,-2.1388738,-1.0805902,438
records,5.7977395,0.42840973,438
worst,-0.48438293,-0.55117667,438
doubt,-2.2992141,4.6799536,438
signed,3.0706816,-1.658714,437
caught,3.5842214,-4.0114,437
overwhelming,-2.6626763,3.2498,437
reality,-1.5498856,-0.71263075,436
chrismurphyct,-1.2170871,1.400186,436
pm,6.26572,-1.2578987,434
above,-0.7210113,1.7388974,434
ryanafournier,0.70080805,-3.190384,434
minutes,4.716471,-2.3395672,433
arguing,0.48229334,4.7566714,433
leave,-0.9305074,-1.0020111,433
together,-0.8137475,-0.80457884,433
dc,2.3907945,-2.2525237,432
released,5.5736017,3.2602196,432
wonder,-3.1126492,-1.3710953,431
nytimes,3.7178214,1.3746482,430
reporters,3.135649,1.9670136,429
johnson,3.1668284,3.4355965,429
liberal,2.0126016,-4.682711,427
argue,-0.48734775,5.606487,425
kyledcheney,4.060289,4.10234,425
pathetic,-2.7697148,-4.3703613,422
interest,-0.7609072,3.2648,422
congressman,4.5927896,-1.9266046,422
fuck,-2.967338,-2.1162155,420
executive,2.615503,9.677856,420
push,1.0941806,-2.3796613,417
force,-0.65133303,1.0099192,417
eve,2.5364084,-0.84719956,417
joke,-4.0789194,-1.9791193,417
guess,-1.9918326,-0.21262185,416
washingtonpost,3.3977482,2.849634,416
free,0.036952443,-1.4213597,415
amazing,-0.35087776,-3.0099318,415
sense,-2.103827,-0.2979705,414
w_terrence,-1.7952689,-5.7064815,414
step,-0.9869883,1.6896491,413
present,-1.0155193,3.5598652,413
rbreich,-0.34455755,1.3893703,412
policy,1.4017521,-0.2848239,412
prison,2.572993,-0.7719373,412
scandal,1.6045934,1.0406641,411
future,-2.4681463,1.6340581,409
paulsperry_,1.899651,-2.3178883,409
de,1.3022995,-1.4228371,409
sex,4.4154177,0.11312315,409
along,-0.7760105,1.2660232,408
longer,-2.9685118,1.1017286,407
gain,2.007914,-0.6768491,406
stupid,-3.2133217,-2.6125402,405
role,2.7384841,4.27774,405
traitor,-0.5560855,-1.8756074,405
heidinbc,1.5377485,3.6008322,405
repjerrynadler,0.25823805,1.1016214,404
kill,0.58285266,-1.5940232,404
capitol,5.8125043,0.1780288,402
ridiculous,-2.1629748,-2.3018985,401
explain,-0.5051692,0.7902657,401
kavanaugh,0.09530935,-3.7175543,401
zelensky,4.6195245,2.1492774,401
especially,0.30399284,-0.38659176,400
delay,-0.6169267,-0.5501727,400
danger,-3.4854226,1.4940219,400
haven,-1.9601111,-0.0326159,399
began,2.5333,-0.94359815,398
pre,0.26791096,0.1742949,398
middle,2.6868145,-4.850274,398
interesting,1.6137481,1.7281672,398
rand,2.823357,0.33074594,398
spend,-0.47574833,-5.6439157,397
tweets,1.6649456,-2.3025742,396
fun,0.41101906,-0.57186234,396
fraud,2.0333343,-2.4848528,396
wrote,3.8185053,2.9321208,395
room,3.0431073,-0.6138689,394
ho,0.7611384,-0.03450884,394
george,8.557134,1.5855963,394
maga,-0.62035155,-5.121195,394
page,5.804994,0.5424882,394
number,0.9884011,-0.51427126,394
catturd,-1.8972694,-4.386094,393
thinking,-1.6196939,-1.094988,393
lisa,3.5904984,1.8690405,392
protest,3.5558674,-0.6038221,392
continues,0.5832061,-1.4846615,391
son,3.3469653,-2.6503644,390
zero,-0.8811376,-0.21783054,390
tedcruz,0.74908835,-1.9938451,390
refusing,-2.1281564,1.8795784,389
ok,-2.8099167,-0.72308415,388
looking,-1.6748828,-2.029301,388
tha,-1.7097003,0.97337824,388
gt,5.258262,1.4003384,388
rating,2.8479567,-5.758295,388
mayawiley,0.87323856,3.3275812,386
probably,-2.9934201,-1.8314289,385
jaketapper,3.7128294,2.9483273,385
editorial,7.9431787,1.9291061,385
issue,-2.2915864,2.1468408,385
pat,4.150126,3.1499639,385
burisma,6.7264233,-1.8229882,384
charade,-1.3190273,-4.672173,383
breitbartnews,1.3081621,-3.317695,383
piece,1.2927134,2.248553,383
putting,-0.3044925,-1.3406242,383
rawstory,3.2808993,1.615477,382
iranian,6.9494824,0.50684816,382
found,-0.06344151,0.16479377,382
htt,0.3879145,1.4549322,381
destroy,-0.5786231,-2.5603383,381
refuse,-2.121687,2.7324276,381
points,3.4813082,-2.1273525,381
happy,-0.27525204,-1.2773719,381
precedent,-2.3010473,4.002741,380
judicial,2.6874592,2.8255744,380
senkamalaharris,-0.75029343,3.5181036,379
conspiracy,5.812906,-2.0796113,379
dollars,1.4920921,-6.2489686,379
half,-0.2665089,-0.31820455,379
supporters,1.6197033,-3.543223,378
keeps,0.04335621,0.8331801,377
considering,1.6948545,-0.5105692,376
mog,3.0191567,1.5985421,376
deliver,0.21865655,-1.8817936,376
happening,-0.16885437,-0.031169383,376
additional,2.8389482,5.945821,376
winning,-0.5024107,-5.4734945,376
usmca,1.616229,-6.820532,375
pr,-0.23053855,0.8497134,375
eric,4.3405294,-1.4704893,375
unfair,-2.456492,-0.91393816,375
lawrence,0.020463642,1.5744835,375
quickly,-1.5925779,-1.3702816,374
shut,-1.4177663,-2.2936969,374
market,2.9023356,-7.6144567,374
major,4.4300117,-0.8808196,373
staff,6.624066,2.7204914,373
expect,-3.5336378,0.44001105,373
phony,-2.5685084,-4.8346367,373
ny,2.739034,-1.2422031,372
covering,1.8773305,0.760998,371
housegop,-1.9794755,-1.6443638,371
lol,-0.11792999,-3.8657024,371
soon,-0.5110156,-0.99922764,371
claimed,-0.21524191,-1.3883576,370
bring,-1.1212497,-0.83368564,369
actual,-2.5742795,2.223093,369
hiding,1.0521727,1.4289755,368
front,2.7565677,-0.9780182,368
across,2.6597993,-1.9383229,368
group,6.065219,0.01079305,367
byronyork,0.67416,-0.29274824,367
heart,1.802912,2.03444,366
gives,-0.9893379,0.72910374,365
third,-0.21412367,0.5007627,365
respect,-0.67476684,0.24625823,365
jim,5.865564,-1.3112148,365
hit,2.025113,-1.3595884,364
waiting,-2.0566602,-0.27284446,364
admitted,0.50788087,-0.6338228,364
libs,-2.4411964,-5.5567265,364
mzhemingway,-0.24382876,-2.6876276,364
taken,0.8607223,0.9385208,363
ingrahamangle,1.9691226,-4.3365827,363
speaking,1.8285971,0.31351483,363
learn,-2.1906717,0.9357456,363
update,4.4579873,-1.581768,362
jackposobiec,0.3956729,-2.0326347,362
hour,1.9546558,-1.9515228,362
boom,3.011297,-3.0886824,362
leaders,0.81400555,-1.6562285,362
turned,2.2278674,-0.91730195,362
plans,3.386944,2.0601718,361
leadership,1.3993534,-1.332318,361
add,0.029541068,0.8394892,360
nice,-0.86973315,-1.132495,360
http,1.3465433,-0.5981304,359
proof,-1.184917,-1.0349816,359
meeting,7.3532076,0.18300828,359
fire,2.9012125,-2.5825999,359
huge,1.4886701,-3.3201935,359
reports,5.150161,2.8297749,359
difficult,-1.4064952,-0.20838079,358
came,1.1330651,-1.6499686,358
powerful,0.5613235,0.913855,358
atrupar,0.69956005,0.76418644,357
gatewaypundit,3.2471163,-3.459685,357
prove,-2.682844,0.60126513,357
starting,-0.35297126,-2.2937467,357
address,1.1870009,-2.2643306,357
ca,0.5588933,-0.07017651,357
fear,-0.94363874,-0.14758429,357
brought,0.5119592,-2.0923276,356
ass,-0.93319863,-4.0568256,356
sh,0.80767804,-2.590715,356
fo,-0.12104787,-0.011142862,355
sorry,-2.625012,-2.4061234,355
obvious,-2.4346333,-1.615169,355
fighting,0.008522764,-3.9258244,355
quite,-0.9306696,0.047519423,354
lrihendry,-1.1638014,-3.2033005,354
rush,-0.67428064,-1.2838384,354
department,4.396364,3.7472827,353
atensnut,-1.00855,-4.083654,353
kamalaharris,-1.531469,3.7580671,353
stuff,-0.5065731,-2.0611596,353
complete,-0.6558807,-2.186648,352
imminent,0.53390646,1.8247861,352
cheat,0.540175,-0.3280348,352
radiofreetom,-0.6572231,1.2611945,352
damn,-2.9189577,-1.0777559,351
focus,0.098726735,-1.7982062,351
special,5.269798,-0.07715265,351
strategy,0.26212206,-0.035826575,350
standing,3.3664343,-0.30625212,350
peace,4.4765735,-5.4375677,350
diamondandsilk,-0.44751018,-2.5747588,350
playing,0.61979127,-4.494791,350
claiming,-0.026692087,0.9472895,350
gonna,-2.5324934,-1.3754485,349
close,1.1312081,0.24367331,349
gaetz,5.517858,-0.6917099,349
bs,-2.3142197,-2.6808193,349
wi,-0.43084657,1.4201661,349
late,1.247421,-1.3108559,348
nearly,1.2222043,-0.9810121,348
kevinmkruse,-0.5447061,2.4273205,347
robreiner,-0.04832392,2.0479724,347
charge,0.042157087,1.8025742,347
losing,-2.437835,-3.1548526,347
education,-2.5821269,-5.3733196,347
sit,-0.3106278,-0.14442745,347
idiot,-1.2919496,-0.5305421,346
supposed,-2.931186,0.8267373,346
solemn,-0.8040378,-1.3636388,346
mccarthy,3.673722,-1.5700351,346
required,0.12284075,4.2257824,346
ripped,2.2129884,-3.8972638,346
cruz,3.229777,0.126035,346
roger,6.3900595,-0.39095235,346
begin,-0.64538074,2.9814029,345
each,0.17454824,0.5969006,345
nunes,6.2794166,2.291181,344
beat,-2.8471987,-3.6627705,344
swamp,-0.2895281,-6.0670457,344
correct,0.2765018,-0.44519684,344
later,0.9114554,0.22759481,344
regarding,0.24936746,2.10224,344
deserve,-2.3299859,-1.2715129,344
greggjarrett,1.1719773,-3.9300618,344
seat,-0.25201654,-1.8903489,343
self,-0.611647,-0.22769722,342
crisis,0.724777,-2.4010568,342
yovanovitch,7.223278,2.5083885,341
transcripts,-0.45587194,-1.2410786,340
repeatedly,1.7018361,0.27298167,340
view,0.30531263,1.8486382,340
closing,1.2278092,2.7431293,340
dumb,-3.0396478,-1.4679631,339
health,1.4938456,-1.3535056,339
commit,-1.2571745,2.0328853,338
ted,2.8315375,-0.76842546,338
victory,1.6676031,-3.7839339,338
attacks,5.158925,-1.7195413,337
standard,-2.754041,1.9293852,337
florida,5.676587,-1.2953793,337
rest,-2.0825262,-1.4717472,337
judgejeanine,0.2523451,-3.7069018,336
apparently,-1.403462,-1.4483682,336
desperate,-0.56770754,-3.6514034,336
realjameswoods,0.5378246,-5.6900587,336
proud,-1.1833738,-3.0145543,335
impeachmenteve,4.8409386,-1.7480152,335
moscow,2.0945623,0.83103234,335
yrs,5.9262795,-4.08593,333
demands,1.0699188,1.4148577,333
millions,0.047422647,-5.315553,333
intel,7.393075,2.6219172,333
protests,4.952836,-1.0751315,333
works,-1.5778629,0.22243185,332
asap,4.146172,-2.8494012,332
bondi,7.385954,1.3412915,332
text,5.7966695,1.00557,331
violated,1.339835,3.4806643,331
terrible,-0.9884176,-1.5958978,331
acting,1.5829583,0.7780519,331
coverage,4.073195,-2.086752,331
discuss,3.1920764,-1.3437456,330
itsjefftiedrich,-0.9444342,-2.2181544,330
hillaryclinton,-0.1983809,-0.28752494,330
results,-1.4432698,-3.482156,330
massive,2.1114035,-2.1390412,330
foxandfriends,0.27359274,-5.835364,330
yourself,-2.586719,-2.387011,330
known,0.038850322,0.96067137,329
swear,-2.2104845,5.988814,329
hunt,0.55989397,-7.9663115,329
senior,7.381753,2.554391,329
testifying,1.0522816,6.1189528,328
devinnunes,1.9373853,-3.6345675,328
happens,-2.078459,0.55594593,328
chris,4.8078847,-1.7440901,328
doug,3.8243449,0.35223645,328
statements,3.3122275,3.1969032,327
interference,1.5613385,-0.4961609,327
theplumlinegs,0.9268598,2.247289,326
black,3.130355,-4.170707,326
reporter,4.2341733,0.80107284,326
prevent,-0.66799116,3.1945095,325
system,-1.0390867,1.2904474,325
couldn,-2.2651281,-0.28197056,325
month,2.1593323,-1.6472198,325
lives,-0.9406875,-3.4383583,325
michael,7.9888234,2.2698545,325
hill,6.494057,1.1732746,325
pushed,2.0839176,-3.6557484,324
bullshit,-0.8397474,-1.9621017,324
somber,-3.224197,-5.883485,324
removing,0.473683,2.2004979,323
tape,6.0586615,-4.148116,323
truly,-2.448414,-0.80724007,323
cnnpolitics,2.031422,1.252269,322
waste,-1.9207566,-4.0263534,322
vp,3.454397,-0.70870537,322
retaliation,3.0469124,4.5493507,320
leaked,6.9193215,-3.221314,320
shame,-1.6644163,-1.606288,320
exact,-1.0891926,2.5828106,319
beyond,-2.37044,0.304142,319
indicted,2.521705,1.8388664,319
ha,-0.52545863,-0.28258952,318
closed,2.5592213,-0.86245775,318
obstructing,-0.8445347,2.156596,318
swing,2.376447,-1.2693691,318
friends,0.36980808,-2.7585099,317
deserves,-1.5721124,-0.22289133,316
boycottutah,1.4330529,0.9963095,315
disgrace,-1.3201505,-4.2065277,315
angrierwhstaff,0.6499874,0.40562204,315
children,1.0047358,-0.7226618,315
reading,0.24470839,1.6135803,314
amendment,1.446086,2.8298068,314
sunday,4.472982,1.4744145,314
jordan,5.091602,-0.13529429,314
non,-1.6790998,1.0838149,313
asharangappa_,-0.2748027,2.6179478,313
problem,-2.1722894,-0.23896772,312
conference,3.7767162,-2.3626,312
admitting,-0.72427785,-2.714023,312
ht,0.7492887,-0.56433654,312
elections,-1.5176606,-0.66947055,312
rather,-2.783205,-0.17266646,312
offense,-1.6746852,2.958966,311
districts,-0.79049194,-2.4044032,311
davidcorndc,0.23210594,1.6865208,311
pushing,-0.2969875,-3.9913223,310
admit,-1.9222023,0.6736271,310
andrew,3.8984287,4.087279,310
attacking,0.8154892,-3.7828095,310
killing,2.5508907,-0.5352157,310
direct,0.059645914,2.212318,309
collusion,2.230581,-4.1484923,309
amid,6.023993,-0.7635265,309
republic,-0.77043223,-1.0216937,309
appears,1.74624,1.1458836,309
different,-0.9547722,1.004731,308
mark,4.0996118,-1.4265171,308
integrity,1.142478,1.7152511,308
argued,-0.09554913,4.2725425,308
situation,-0.2441874,-0.35766402,308
ethics,5.866966,5.343048,307
rgoodlaw,2.3380542,3.9443781,307
document,1.1608388,2.2396438,307
directly,3.1768758,4.9905496,307
fucking,-2.0298498,-2.1957002,306
repeating,-0.7147429,-1.0395051,306
quick,-0.4872953,0.99078584,306
december,3.2287948,1.2429961,306
result,-1.482501,-1.1334127,305
cares,-0.4785023,-3.518192,305
nbcnews,3.321288,1.7779124,304
hands,0.088532135,-1.73461,304
decided,-0.702866,1.6571836,303
saw,-0.60781175,-1.7700651,303
among,1.1253817,-0.62921244,303
concerned,0.47048068,-0.7058358,303
charged,0.17587605,2.4224117,303
politicians,-0.24698904,-2.9385686,302
confirmed,3.3087566,0.010323679,302
simply,-2.0295565,0.5075766,302
include,2.0969474,3.1130674,302
ernst,3.5956454,-0.5897735,302
ambassador,6.7329497,3.187976,302
adamparkhomenko,0.262031,-0.29560444,302
minute,1.4263507,-2.209133,301
disgusting,-0.97847694,-3.1361725,300
demanding,0.17245184,1.601517,300
sounds,-0.4336441,-0.20949331,300
kelly,3.4491348,3.56273,299
recuse,1.2410874,2.5622547,298
showing,1.4031317,0.20603308,298
matt,5.1416717,-0.66384596,298
supporting,-0.21765482,-1.6341628,297
courts,0.21650308,3.9079874,296
greatest,0.48765844,-2.12649,296
prosecutors,3.7703862,2.829268,296
primary,0.7919382,-2.9358346,295
waynedupreeshow,-0.90216345,-3.4135876,295
switch,1.931046,-1.1357325,295
except,-1.5184596,-1.3355793,295
fairness,-2.6902819,-0.8732734,294
loudobbs,0.42756253,-4.2564325,294
meet,0.5289021,0.3304339,293
bills,-0.783226,0.39690223,293
further,0.010878058,1.4711396,292
allegations,2.161144,0.66707605,292
private,3.9939675,-0.3286728,292
founders,-1.1979579,2.765904,292
related,2.2446299,4.040074,291
repmaxinewaters,-1.2047678,-1.0210274,290
becomes,0.8595145,-0.5556881,290
op,5.3425064,1.6463921,290
business,2.525072,-2.0028543,290
met,4.1979856,0.26125354,289
essenviews,0.8327343,2.443032,288
perhaps,-1.2574039,0.657931,288
hundreds,3.644095,-0.9467613,287
rig,0.041458726,0.57220745,287
seeing,-1.8631959,-1.7139292,287
incredible,0.69804084,-1.1798135,287
service,3.5568373,-0.37467307,286
bogus,0.5133245,-2.5118852,286
angry,2.5774348,-2.9897344,286
men,1.2223859,-1.4689269,286
involved,2.6083033,1.2290267,286
needed,-0.47008613,1.8976827,286
position,-1.3949634,3.9385138,286
scheme,2.4958959,0.40684274,286
friend,3.0195003,0.22034508,285
ad,3.964875,-1.5221529,285
bidens,2.5927403,0.6411751,285
con,0.10369912,0.17478509,285
becoming,0.6534537,-0.12797135,285
provide,-0.21444519,3.2447584,285
ed,6.3942723,1.89743,284
blame,-1.9337755,-2.493626,284
iraq,4.3335934,-0.19342917,284
current,0.011787468,1.6952976,284
taxpayer,0.525749,-6.8663144,283
surprised,-0.07861305,-0.6586067,283
harris,3.4605498,-0.82190764,283
russians,4.8640304,-2.6091666,282
cost,-0.87374306,-2.8048375,282
theory,1.7906795,-0.3541683,282
professor,3.6224833,1.6758978,282
stunt,1.0275822,-5.482942,282
tru,0.51852345,1.7102127,282
several,3.6534617,0.33187005,282
candidate,0.8939354,-1.6394055,281
hi,0.44527063,-0.2840063,281
board,5.230072,1.0519282,281
virus,1.1546153,-5.85519,281
notice,0.19161195,-0.40446833,281
door,3.2257242,1.3528504,281
spin,1.100346,-1.9455628,280
smart,-1.6670432,-1.705709,280
courage,1.2636415,1.6934919,280
none,-1.7675159,-0.16400425,279
attorneys,3.0416307,1.3386008,279
renato_mariotti,-0.8161233,2.533033,279
threatening,1.4485104,0.49645165,279
blocking,0.38441557,2.8382206,279
jurors,-1.3421941,4.928114,279
